wicket_keeper_batsman,match_id,role,home_team,opposition_team,venue,inning,batsman_runs,sixes,fours,half_century,century,zeros,balls,strike_rate,rating,catch,Direct_runout,Indirect_runout,Stumping,thirty_run_bonus,half_cen_points,cent_points,zero_points,batting_run_points,batting_strike_points,total_batting_points,fp_points,total_points,avg_oppo_points,avg_venue_points,avg_inning_points,avg_batsman_runs,avg_strike_rate,avg_home_team_points,bound_runs,avg_bound_runs,avg_total_points,avg_balls
V Kohli,343,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2,65,1,7,1,0,0,51,127.450980392157,10,2,0,0,0,0,8,0,0,49,0,49,0,49,25.5,20.5714285714286,21.3636363636364,26.1333333333333,112.641851353249,20.9333333333333,34,14.8533333333333,20.9333333333333,22.0266666666667
V Kohli,348,Batsman,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,2,1,0,0,0,0,0,5,20,8,0,0,0,0,0,0,0,0,1,0,1,0,1,10.6666666666667,19.8965517241379,20.9111111111111,25.8026315789474,111.422879624917,20.6710526315789,0,14.6578947368421,20.6710526315789,21.8026315789474
V Kohli,354,Batsman,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,1,11,1,0,0,0,0,9,122.222222222222,9,1,0,0,0,0,0,0,0,8,0,8,0,8,20.5,19.5,19.9375,25.6103896103896,111.563130827479,20.5064935064935,6,14.5454545454545,20.5064935064935,21.6363636363636
V Kohli,359,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,1,0,0,0,0,0,4,25,8,0,0,0,0,0,0,0,0,1,0,1,0,1,11,26.75,20.4782608695652,25.2948717948718,110.453347098922,20.2564102564103,0,14.3589743589744,20.2564102564103,21.4102564102564
V Kohli,363,Batsman,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,1,32,0,3,0,0,0,35,91.4285714285714,8.5,0,0,0,0,4,0,0,0,27,0,27,0,27,12.3,16.6,20.1515151515152,25.379746835443,110.212527153727,20.3417721518987,12,14.3291139240506,20.3417721518987,21.5822784810127
V Kohli,368,Batsman,Royal Challengers Bangalore,Pune Warriors,Subrata Roy Sahara Stadium,1,25,0,3,0,0,0,18,138.888888888889,9,1,0,0,0,0,0,0,0,16,2,18,0,18,20,12,20.0882352941176,25.375,110.570981675417,20.3125,12,14.3,20.3125,21.5375
V Kohli,373,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,14,0,1,0,0,0,16,87.5,8.5,0,0,0,0,0,0,0,0,11,0,11,0,11,13.7272727272727,14,19.8285714285714,25.2345679012346,110.286154741153,20.1975308641975,4,14.1728395061728,20.1975308641975,21.4691358024691
V Kohli,379,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,1,99,4,10,1,0,0,59,167.796610169492,10,0,0,0,0,0,8,0,0,65,4,69,0,69,30.3333333333333,33.8,21.1944444444444,26.1341463414634,110.987501758571,20.7926829268293,64,14.780487804878,20.7926829268293,21.9268292682927
V Kohli,383,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,1,17,0,2,0,0,0,14,121.428571428571,9,1,0,0,0,0,0,0,0,11,0,11,0,11,11.6666666666667,11,20.9189189189189,26.0240963855422,111.113297778692,20.6746987951807,8,14.6987951807229,20.6746987951807,21.8313253012048
V Kohli,385,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,57,2,6,1,0,0,43,132.558139534884,10,0,0,0,0,0,8,0,0,41,2,43,0,43,16.1666666666667,20.258064516129,21.5,26.3928571428571,111.368593513885,20.9404761904762,36,14.952380952381,20.9404761904762,22.0833333333333
V Kohli,391,Batsman,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1,56,4,6,1,0,0,29,193.103448275862,9.5,0,0,0,0,0,8,0,0,34,6,40,0,40,29.9285714285714,20.875,21.974358974359,26.7411764705882,112.330180040496,21.1647058823529,48,15.3411764705882,21.1647058823529,22.1647058823529
V Kohli,400,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Sharjah Cricket Stadium,2,49,3,2,0,0,0,38,128.947368421053,10,1,0,0,0,4,0,0,0,38,0,38,0,38,31.1,38,20.8510638297872,27,112.5234031612,21.3604651162791,26,15.4651162790698,21.3604651162791,22.3488372093023
V Kohli,404,Batsman,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,2,0,0,0,0,0,1,2,0,8,1,0,0,0,0,0,0,-2,-2,0,-2,0,-2,10,-2,20.375,26.6896551724138,111.230030711071,21.0919540229885,0,15.2873563218391,21.0919540229885,22.1149425287356
V Kohli,409,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah Cricket Stadium,2,31,0,4,0,0,0,23,134.782608695652,9,2,0,0,0,4,0,0,0,23,2,25,0,25,13,31.5,20.469387755102,26.7386363636364,111.497673642714,21.1363636363636,16,15.2954545454545,21.1363636363636,22.125
V Kohli,413,Batsman,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,1,21,0,3,0,0,0,25,84,8.5,0,0,0,0,0,0,0,0,12,0,12,0,12,12.2727272727273,12,21.725,26.6741573033708,111.188711017515,21.0337078651685,12,15.2584269662921,21.0337078651685,22.1573033707865
V Kohli,416,Batsman,Royal Challengers Bangalore,Kings XI Punjab,Dubai International Cricket Stadium,1,4,0,1,0,0,0,2,200,9.5,0,0,0,0,0,0,0,0,1,0,1,0,1,15,-0.5,21.219512195122,26.4222222222222,112.175503117321,20.8111111111111,4,15.1333333333333,20.8111111111111,21.9333333333333
V Kohli,422,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2,0,0,0,0,0,1,6,0,8,0,0,0,0,0,0,0,-2,-2,0,-2,0,-2,30.6666666666667,20.1818181818182,20.02,26.1318681318681,110.942805280867,20.5604395604396,0,14.967032967033,20.5604395604396,21.7582417582418
V Kohli,425,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,35,2,2,0,0,0,28,125,9,1,0,0,0,4,0,0,0,27,0,27,0,27,11.2142857142857,26.8,20.156862745098,26.2282608695652,111.09560087564,20.6304347826087,20,15.0217391304348,20.6304347826087,21.8260869565217
V Kohli,429,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,-2,-2,0,-2,0,-2,13.7857142857143,19.5294117647059,19.7307692307692,25.9462365591398,109.901024522138,20.3870967741935,0,14.8602150537634,20.3870967741935,21.6021505376344
V Kohli,432,Batsman,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,1,4,0,1,0,0,0,9,44.4444444444444,8,0,0,0,0,0,0,0,0,1,0,1,0,1,11.3333333333333,19,20.7380952380952,25.7127659574468,109.204677925567,20.1808510638298,4,14.7446808510638,20.1808510638298,21.468085106383
V Kohli,436,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,10,0,0,0,0,0,11,90.9090909090909,8.5,0,0,0,0,0,0,0,0,10,0,10,0,10,29.1818181818182,18.75,20.4883720930233,25.5473684210526,109.012092799078,20.0736842105263,0,14.5894736842105,20.0736842105263,21.3578947368421
V Kohli,441,Batsman,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,2,27,1,1,0,0,0,29,93.1034482758621,8.5,0,0,0,0,0,0,0,0,21,0,21,0,21,29.3333333333333,16,19.7547169811321,25.5625,108.846377751961,20.0833333333333,10,14.5416666666667,20.0833333333333,21.4375
V Kohli,444,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,67,4,4,1,0,0,43,155.813953488372,10,0,0,0,0,0,8,0,0,51,4,55,0,55,36.75,47.6,21.2727272727273,25.9896907216495,109.330579563677,20.4432989690722,40,14.8041237113402,20.4432989690722,21.659793814433
V Kohli,448,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,38,1,3,0,0,0,31,122.58064516129,9,0,0,0,0,4,0,0,0,30,0,30,0,30,14.5454545454545,19.75,19.9444444444444,26.1122448979592,109.465784314673,20.5408163265306,18,14.8367346938776,20.5408163265306,21.7551020408163
V Kohli,451,Batsman,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1,73,5,2,1,0,0,53,137.735849056604,10,1,0,0,0,0,8,0,0,60,2,62,0,62,31.375,19.9189189189189,22.1777777777778,26.5858585858586,109.751340524187,20.959595959596,38,15.0707070707071,20.959595959596,22.0707070707071
V Kohli,461,Batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2,18,1,1,0,0,0,19,94.7368421052632,8.5,1,0,0,0,0,0,0,0,12,0,12,0,12,11.2666666666667,19.7105263157895,19.8,26.5,109.601195539998,20.87,10,15.02,20.87,22.04
V Kohli,465,Batsman,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2,51,2,4,1,0,0,43,118.604651162791,10,1,0,0,0,0,8,0,0,41,0,41,0,41,31.9411764705882,20.2564102564103,20.1785714285714,26.7425742574257,109.690338664976,21.0693069306931,28,15.1485148514851,21.0693069306931,22.2475247524752
V Kohli,467,Batsman,Royal Challengers Bangalore,Rajasthan Royals,"Sardar Patel Stadium, Motera",2,62,3,1,1,0,0,46,134.782608695652,10,0,0,0,0,0,8,0,0,58,2,60,25,85,17,85,21.3157894736842,27.0882352941176,109.936341312336,21.6960784313725,22,15.2156862745098,21.6960784313725,22.4803921568627
V Kohli,471,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,13,1,0,0,0,0,15,86.6666666666667,8.5,1,1,0,0,0,0,0,0,10,0,10,0,10,14.1666666666667,17.8,21.1206896551724,26.9514563106796,109.710422141019,21.5825242718447,6,15.126213592233,21.5825242718447,22.4077669902913
V Kohli,475,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1,41,2,4,0,0,0,42,97.6190476190476,8.5,0,0,0,0,4,0,0,0,27,0,27,0,27,34.8,20.425,22.2826086956522,27.0865384615385,109.594158924461,21.6346153846154,28,15.25,21.6346153846154,22.5961538461538
V Kohli,483,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,2,35,0,6,0,0,0,23,152.173913043478,9,0,0,0,0,4,0,0,0,21,4,25,0,25,28.8333333333333,32.3333333333333,21.1864406779661,27.1619047619048,109.999680392261,21.6666666666667,24,15.3333333333333,21.6666666666667,22.6
V Kohli,487,Batsman,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,1,1,0,0,0,0,0,4,25,8,0,0,0,0,0,0,0,0,1,0,1,0,1,15.8571428571429,19.9512195121951,21.8297872340425,26.9150943396226,109.197796614976,21.4716981132075,0,15.188679245283,21.4716981132075,22.4245283018868
V Kohli,490,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,2,34,3,2,0,0,0,20,170,9,0,0,0,0,4,0,0,0,23,4,27,0,27,15.1538461538462,20.1190476190476,21.2833333333333,26.981308411215,109.766041506425,21.5233644859813,26,15.2897196261682,21.5233644859813,22.4018691588785
V Kohli,494,Batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,48,1,2,0,0,0,44,109.090909090909,10,1,0,0,0,4,0,0,0,43,0,43,8,51,33,30.625,21.7704918032787,27.1759259259259,109.759790280355,21.7962962962963,14,15.2777777777778,21.7962962962963,22.6018518518519
V Kohli,497,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,32,1,3,0,0,0,31,103.225806451613,8.5,1,0,0,0,4,0,0,0,24,0,24,0,24,14.4666666666667,20.2093023255814,21.875,27.2201834862385,109.699845474587,21.8165137614679,18,15.302752293578,21.8165137614679,22.6788990825688
V Kohli,503,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,82,4,6,1,0,0,51,160.78431372549,10,1,0,1,0,0,8,0,0,60,4,64,0,64,14.5625,33,22.734693877551,27.7181818181818,110.164249731413,22.2,48,15.6,22.2,22.9363636363636
V Kohli,507,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,19,1,2,0,0,0,9,211.111111111111,9.5,0,0,0,0,0,0,0,0,10,0,10,0,10,14.1875,13.2,21.5806451612903,27.6396396396396,111.073680915014,22.0900900900901,14,15.5855855855856,22.0900900900901,22.8108108108108
V Kohli,509,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,44,3,3,0,0,0,19,231.578947368421,9.5,0,0,0,0,4,0,0,0,30,6,36,0,36,35,45.6666666666667,21.8095238095238,27.7857142857143,112.149620794062,22.2142857142857,30,15.7142857142857,22.2142857142857,22.7767857142857
V Kohli,512,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2,1,0,0,0,0,0,2,50,8,1,0,0,0,0,0,0,0,1,0,1,0,1,26.6923076923077,19.7727272727273,21.484375,27.5486725663717,111.599624149867,22.0265486725664,0,15.5752212389381,22.0265486725664,22.5929203539823
V Kohli,515,Batsman,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,1,12,0,0,0,0,0,18,66.6666666666667,8.5,0,0,0,0,0,0,0,0,12,-2,10,0,10,15.4666666666667,10,22.48,27.4122807017544,111.205475400014,21.9210526315789,0,15.4385964912281,21.9210526315789,22.5526315789474
V Kohli,516,Batsman,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,1,12,1,1,0,0,0,9,133.333333333333,9,0,0,0,0,0,0,0,0,6,0,6,0,6,31.5789473684211,12.6666666666667,22.156862745098,27.2782608695652,111.397891555956,21.7826086956522,10,15.3913043478261,21.7826086956522,22.4347826086957
V Kohli,521,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1,75,3,7,1,0,0,51,147.058823529412,10,0,0,0,0,0,8,0,0,53,2,55,0,55,37.8571428571429,20.5555555555556,22.7884615384615,27.6896551724138,111.705313383314,22.0689655172414,46,15.6551724137931,22.0689655172414,22.6810344827586
V Kohli,528,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,1,79,3,7,1,0,0,48,164.583333333333,10,0,0,0,0,0,8,0,0,57,4,61,0,61,29.1428571428571,21.4347826086956,23.5094339622642,28.1282051282051,112.157262271775,22.4017094017094,46,15.9145299145299,22.4017094017094,22.8974358974359
V Kohli,531,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,33,0,3,0,0,0,34,97.0588235294118,8.5,0,0,0,0,4,0,0,0,28,0,28,0,28,15.3529411764706,32.2857142857143,23.5925925925926,28.1694915254237,112.029309401077,22.4491525423729,12,15.8813559322034,22.4491525423729,22.9915254237288
V Kohli,533,Batsman,Royal Challengers Bangalore,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,1,80,2,7,1,0,0,70,114.285714285714,10,0,0,0,0,0,8,0,0,61,0,61,0,61,61,35.5,24.2727272727273,28.6050420168067,112.048270786663,22.7731092436975,40,16.0840336134454,22.7731092436975,23.3865546218487
V Kohli,536,Batsman,Royal Challengers Bangalore,Gujarat Lions,Saurashtra Cricket Association Stadium,1,100,1,11,0,1,0,64,156.25,10,0,0,0,0,0,0,16,0,16,4,20,0,20,20,20,24.1964285714286,29.2,112.416618530107,22.75,50,16.3666666666667,22.75,23.725
V Kohli,544,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,14,0,1,0,0,0,17,82.3529411764706,8.5,0,0,0,0,0,0,0,0,11,0,11,0,11,34.5,40.7142857142857,21.3230769230769,29.0743801652893,112.168158386689,22.6528925619835,4,16.2644628099174,22.6528925619835,23.6694214876033
V Kohli,547,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1,52,0,4,1,0,0,44,118.181818181818,10,1,0,0,0,0,8,0,0,48,0,48,0,48,17.5,22,24.6140350877193,29.2622950819672,112.217450680091,22.8606557377049,16,16.2622950819672,22.8606557377049,23.8360655737705
V Kohli,552,Batsman,Royal Challengers Bangalore,Rising Pune Supergiants,M Chinnaswamy Stadium,2,108,7,8,0,1,0,58,186.206896551724,10,0,0,0,0,0,0,16,0,16,6,22,0,22,41.5,22,21.3333333333333,29.9024390243902,112.81899089043,22.8536585365854,74,16.7317073170732,22.8536585365854,24.1138211382114
V Kohli,556,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,20,0,2,0,0,0,21,95.2380952380952,8.5,0,0,0,0,0,0,0,0,14,0,14,0,14,14.1764705882353,14,24.4310344827586,29.8225806451613,112.677209473879,22.7822580645161,8,16.6612903225806,22.7822580645161,24.0887096774194
V Kohli,558,Batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1,7,1,0,0,0,0,8,87.5,8.5,0,0,0,0,0,0,0,0,4,0,4,0,4,14.7222222222222,21.6326530612245,24.0847457627119,29.64,112.475791798088,22.632,6,16.576,22.632,23.96
V Kohli,561,Batsman,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,1,109,8,6,0,1,0,55,198.181818181818,10,0,0,0,0,0,0,16,0,16,6,22,0,22,21,21.64,24.05,30.2698412698413,113.155998356689,22.6269841269841,72,17.015873015873,22.6269841269841,24.2063492063492
V Kohli,565,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,75,3,5,1,0,0,51,147.058823529412,10,0,0,0,0,0,8,0,0,59,2,61,0,61,20.4,25,21.9253731343284,30.6220472440945,113.422949736001,22.9291338582677,38,17.1811023622047,22.9291338582677,24.4173228346457
V Kohli,567,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1,113,8,12,0,1,0,51,221.56862745098,9.5,1,0,0,0,0,0,16,0,16,6,22,0,22,14.6111111111111,21.6470588235294,24.016393442623,31.265625,114.26783784315,22.921875,96,17.796875,22.921875,24.625
V Kohli,573,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,2,54,0,6,1,0,0,45,120,10,1,0,0,0,0,8,0,0,44,0,44,0,44,30.1333333333333,44,22.25,31.4418604651163,114.312273208707,23.0852713178295,24,17.8449612403101,23.0852713178295,24.7829457364341
V Kohli,574,Batsman,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,2,0,0,0,0,0,1,2,0,8,2,0,0,0,0,0,0,-2,-2,0,-2,0,-2,13.3333333333333,21.1923076923077,21.8985507246377,31.2,113.432948030178,22.8923076923077,0,17.7076923076923,22.8923076923077,24.6076923076923
V Kohli,577,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,2,54,2,5,1,0,0,36,150,10,1,0,0,0,0,8,0,0,41,2,43,0,43,35.4444444444444,21.6037735849057,22.2,31.3740458015267,113.712085831475,23.0458015267176,32,17.8167938931298,23.0458015267176,24.6946564885496
V Kohli,589,Batsman,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1,62,2,5,1,0,0,48,129.166666666667,10,0,0,0,0,0,8,0,0,49,0,49,0,49,16.5263157894737,22.1111111111111,24.4193548387097,31.6060606060606,113.829165989317,23.2424242424242,32,17.9242424242424,23.2424242424242,24.8712121212121
V Kohli,594,Batsman,Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,2,28,1,3,0,0,0,19,147.368421052632,9,1,0,1,0,0,0,0,0,16,2,18,0,18,18,22.0363636363636,22.1408450704225,31.5789473684211,114.081340839417,23.203007518797,18,17.9248120300752,23.203007518797,24.8270676691729
V Kohli,597,Batsman,Royal Challengers Bangalore,Gujarat Lions,Saurashtra Cricket Association Stadium,1,64,1,7,1,0,0,51,125.490196078431,10,1,0,0,0,0,8,0,0,48,0,48,0,48,22,34,24.7936507936508,31.8208955223881,114.166481550156,23.3880597014925,34,18.044776119403,23.3880597014925,25.0223880597015
V Kohli,604,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,-2,-2,0,-2,0,-2,19,21.1428571428571,21.8055555555556,31.5851851851852,113.320803909044,23.2,0,17.9111111111111,23.2,24.8444444444444
V Kohli,607,Batsman,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,1,10,1,0,0,0,0,14,71.4285714285714,8.5,0,0,0,0,0,0,0,0,7,0,7,0,7,19,21.7678571428571,24.515625,31.4264705882353,113.012772787864,23.0808823529412,6,17.8235294117647,23.0808823529412,24.7647058823529
V Kohli,610,Batsman,Royal Challengers Bangalore,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2,55,1,4,1,0,0,48,114.583333333333,10,0,0,0,0,0,8,0,0,48,0,48,0,48,33,39.6666666666667,22.1643835616438,31.5985401459854,113.024236733451,23.2627737226277,22,17.8540145985401,23.2627737226277,24.9343065693431
V Kohli,614,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,20,2,0,0,0,0,15,133.333333333333,9,0,0,0,0,0,0,0,0,14,2,16,0,16,16.5,30.25,24.3846153846154,31.5144927536232,113.171404100117,23.2101449275362,12,17.8115942028986,23.2101449275362,24.8623188405797
V Kohli,619,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2,6,0,1,0,0,0,6,100,8.5,0,0,0,0,0,0,0,0,3,0,3,0,3,14,21.4385964912281,21.9054054054054,31.3309352517986,113.076645797238,23.0647482014388,4,17.7122302158273,23.0647482014388,24.726618705036
V Kohli,622,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1,5,0,0,0,0,0,9,55.5555555555556,8,0,0,0,0,0,0,0,0,5,0,5,0,5,18.1764705882353,21.1551724137931,24.0909090909091,31.1428571428571,112.665780866941,22.9357142857143,0,17.5857142857143,22.9357142857143,24.6142857142857
V Kohli,632,Batsman,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,1,58,3,3,1,0,0,46,126.086956521739,10,2,0,0,0,0,8,0,0,48,0,48,0,48,31.25,34.5714285714286,24.4477611940299,31.3333333333333,112.760966509882,23.113475177305,30,17.6737588652482,23.113475177305,24.7659574468085
V Kohli,637,Batsman,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,6,0,0,0,0,0,12,50,8,0,0,0,0,0,0,0,0,6,-4,2,0,2,30.1,27.4444444444444,24.1176470588235,31.1549295774648,112.318987872489,22.9647887323944,0,17.5492957746479,22.9647887323944,24.6760563380282
V Kohli,643,Batsman,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,2,46,0,6,0,0,0,33,139.393939393939,10,0,0,0,0,4,0,0,0,32,2,34,0,34,17.3333333333333,34,22.0666666666667,31.2587412587413,112.508323197814,23.041958041958,24,17.5944055944056,23.041958041958,24.7342657342657
V Kohli,647,Batsman,Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2,3,0,0,0,0,0,10,30,8,0,0,0,0,0,0,0,0,3,-6,-3,0,-3,31.6,35.25,21.7368421052632,31.0625,111.935348731162,22.8611111111111,0,17.4722222222222,22.8611111111111,24.6319444444444
V Kohli,650,Batsman,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,1,23,0,3,0,0,0,26,88.4615384615385,8.5,0,0,0,0,0,0,0,0,14,0,14,0,14,15.375,16.1666666666667,23.9710144927536,31.0068965517241,111.773460384475,22.8,12,17.4344827586207,22.8,24.6413793103448
V Kohli,653,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,1,84,2,9,1,0,0,49,171.428571428571,10,0,0,0,0,0,8,0,0,59,6,65,0,65,20.7777777777778,49.5,24.5571428571429,31.3698630136986,112.182057035462,23.0890410958904,48,17.6438356164384,23.0890410958904,24.8082191780822
V Kohli,656,Batsman,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,1,41,2,1,0,0,0,33,124.242424242424,9,0,0,0,0,4,0,0,0,36,0,36,0,36,36,45,24.7183098591549,31.4353741496599,112.264100349795,23.1768707482993,16,17.6326530612245,23.1768707482993,24.8639455782313
V Kohli,664,Batsman,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,67,0,8,1,0,0,54,124.074074074074,10,0,0,0,0,0,8,0,0,51,0,51,0,51,15.85,32.5,22.1168831168831,31.6756756756757,112.343897469554,23.3648648648649,32,17.7297297297297,23.3648648648649,25.0608108108108
V Kohli,667,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,1,8,0,1,0,0,0,10,80,8.5,0,0,0,0,0,0,0,0,5,0,5,0,5,16.7727272727273,27.4444444444444,24.4444444444444,31.5167785234899,112.126824332174,23.241610738255,4,17.6375838926175,23.241610738255,24.9597315436242
V Kohli,672,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,1,31,1,1,0,0,0,33,93.9393939393939,8.5,0,0,0,0,4,0,0,0,29,0,29,0,29,21.2105263157895,22.125,24.5068493150685,31.5133333333333,112.005574796222,23.28,10,17.5866666666667,23.28,25.0133333333333
V Kohli,677,Batsman,Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,2,21,0,4,0,0,0,16,131.25,9,1,0,0,0,0,0,0,0,9,2,11,0,11,15.6190476190476,36.5,21.974358974359,31.4437086092715,112.133021320751,23.1986754966887,16,17.5761589403974,23.1986754966887,24.953642384106
V Kohli,680,Batsman,Royal Challengers Bangalore,Rajasthan Royals,M.Chinnaswamy Stadium,2,57,2,7,1,0,0,31,183.870967741936,9.5,1,0,0,0,0,8,0,0,38,6,44,0,44,17.0588235294118,38,22.253164556962,31.6118421052632,112.604981494574,23.3355263157895,40,17.7236842105263,23.3355263157895,24.9934210526316
V Kohli,683,Batsman,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,2,92,4,7,1,0,0,62,148.387096774194,10,0,0,0,0,0,8,0,0,67,2,69,0,69,19.0434782608696,31.6,22.8375,32.0065359477124,112.838851529082,23.6339869281046,52,17.9477124183007,23.6339869281046,25.2352941176471
V Kohli,688,Batsman,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,2,30,1,2,0,0,0,26,115.384615384615,9,0,0,0,0,4,0,0,0,25,0,25,0,25,30.8823529411765,35.8333333333333,22.8641975308642,31.9935064935065,112.855382463208,23.6428571428571,14,17.9220779220779,23.6428571428571,25.2402597402597
V Kohli,693,Batsman,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,1,18,0,3,0,0,0,15,120,9,0,0,0,0,0,0,0,0,9,0,9,0,9,29.0952380952381,32,24.2972972972973,31.9032258064516,112.901476769897,23.5483870967742,12,17.8838709677419,23.5483870967742,25.1741935483871
V Kohli,698,Batsman,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,1,68,3,5,1,0,0,44,154.545454545455,10,1,0,0,0,0,8,0,0,52,4,56,0,56,22.95,35,24.72,32.1346153846154,113.168425345382,23.7564102564103,38,18.0128205128205,23.7564102564103,25.2948717948718
